age,Dept,location,education,recruitment_type,job_level,rating,onsite,awards,Certification,Salary,Age in Company,Hike,Weight,satisfied
43.59,3,2,2,3,1,2,1,10,1,67882,8.79,12,82,1
26.19,4,1,2,1,3,4,1,12,1,150744,3.59,18,83,1
48.63,4,2,2,1,1,3,1,9,0,175393,10.88,8,87,1
48.02,5,1,1,2,2,1,0,5,1,191748,1.19,7,40,0
33.01,3,1,2,1,3,3,1,1,0,181777,4.5,13,90,1
27.37,2,1,1,2,3,3,0,8,0,124414,0.92,18,50,1
29.78,3,1,2,1,4,4,1,3,0,148328,6.38,6,62,1
42.39,2,2,1,2,2,1,0,8,0,151108,8.93,26,54,0
54.75,3,1,2,3,1,5,1,10,1,69203,5.76,8,54,1
54.94,5,1,1,1,2,3,0,7,0,85609,8.06,3,44,1
52.23,4,2,1,2,5,4,0,8,0,154312,29.01,23,40,1
46.47,2,2,1,2,1,3,0,9,0,184443,11.88,1,46,0
26.06,3,1,2,3,1,3,1,4,1,175330,3.25,15,70,1
27.22,3,1,1,2,1,3,0,11,1,148832,4.7,14,48,0
43.89,1,1,2,1,3,3,1,7,0,139841,1.05,29,69,0
35.55,2,1,1,2,4,3,0,12,1,62271,8.61,8,48,1
36.66,2,2,1,2,3,3,0,6,1,118603,6.09,27,54,0
49.62,4,1,2,1,5,3,1,12,1,188739,2.6,13,73,1
56.4,5,2,1,1,1,3,0,2,0,130939,21.48,1,47,0
45.26,1,2,1,2,3,3,0,3,0,116516,13.37,4,54,0
56.22,3,1,2,1,2,5,1,12,1,73251,8.58,28,69,1
44.12,2,1,1,4,5,2,0,5,1,172646,17.2,15,54,1
50.58,3,2,1,3,3,5,0,11,1,195664,3.67,14,51,1
35.06,1,2,1,2,3,5,0,1,0,73007,13.56,1,43,1
31.84,2,1,1,2,1,1,0,3,0,111784,8.4,25,59,1
41.78,1,1,2,1,2,2,1,6,1,53023,17.16,4,82,0
32.97,2,1,2,3,1,5,1,6,1,126601,7.13,22,62,1
24.73,3,1,2,1,1,4,1,7,0,163983,3.02,2,50,1
24.6,3,1,1,1,5,4,0,10,1,67493,2.82,19,46,0
46.23,2,1,2,1,3,2,1,7,0,179998,14.05,9,62,0
36.3,2,2,2,3,1,2,1,7,0,123373,0.05,20,90,1
35.89,3,2,1,4,2,1,0,11,1,40582,13.74,7,56,0
34.03,3,1,1,2,3,5,0,1,0,76950,10.53,18,44,1
53.2,2,1,1,2,4,5,0,11,1,153853,24.7,12,56,0
22.0,4,1,2,1,4,2,1,10,1,75127,0.81,29,62,0
33.47,2,1,2,1,3,4,1,4,1,125357,6.27,30,58,1
56.6,4,1,1,4,2,5,0,7,0,42509,22.02,22,48,1
30.96,1,1,2,1,1,2,1,8,0,117528,3.93,6,55,0
55.72,3,2,2,1,5,4,1,1,0,163048,16.56,0,56,1
23.26,5,2,1,2,1,4,0,3,0,124761,1.36,23,45,0
27.24,4,2,1,4,2,3,0,1,0,94804,4.5,28,60,0
56.91,3,2,2,1,5,1,1,2,0,169119,35.49,9,68,1
53.81,4,2,1,2,1,4,0,2,0,62845,30.46,24,55,0
32.34,3,2,1,2,5,2,0,4,1,141657,7.3,3,43,0
33.84,1,2,1,2,1,4,0,8,0,135252,10.95,26,43,1
24.98,3,2,1,2,1,1,0,10,1,134377,0.82,22,41,0
36.8,5,1,1,2,1,4,0,3,0,107265,1.38,8,49,0
50.65,2,2,2,1,1,4,1,1,0,67810,26.54,26,68,1
24.72,3,1,2,1,5,5,1,9,0,58549,1.83,14,74,0
55.2,1,2,1,2,4,3,0,11,1,179212,10.74,18,54,0
31.96,3,1,2,3,4,3,1,8,0,88583,3.92,23,50,1
50.43,4,1,1,4,4,4,0,5,1,136396,29.24,13,57,1
23.19,5,2,1,2,3,4,0,10,1,175176,0.75,21,40,0
45.18,2,1,2,1,1,5,1,11,1,182186,16.68,8,53,1
53.73,5,1,1,4,5,2,0,5,1,181106,4.2,26,46,1
44.77,3,1,1,2,1,5,0,4,1,74493,10.27,23,45,0
29.98,2,2,2,1,4,3,1,12,1,73889,7.65,5,70,1
40.61,3,1,2,1,5,2,1,5,1,107021,6.24,26,66,1
45.27,3,1,2,1,2,4,1,1,0,143670,6.57,10,72,1
29.08,2,2,2,3,3,1,1,1,0,55590,0.52,0,52,0
42.79,2,1,2,3,2,3,1,6,1,84232,15.11,17,63,0
59.74,1,1,2,1,2,3,1,2,0,95094,11.45,14,50,1
53.94,3,2,2,1,2,2,1,6,1,162145,21.16,14,55,1
39.61,3,1,1,2,3,4,0,5,1,92078,11.19,0,53,1
36.77,1,1,1,4,1,5,0,2,0,59025,4.43,24,41,1
34.92,3,2,1,1,2,5,0,1,0,117939,4.53,10,50,1
55.81,3,1,1,2,3,4,0,4,1,131932,20.33,14,55,0
55.91,5,1,1,4,3,3,0,7,0,107756,4.07,16,56,1
23.02,4,2,1,4,2,1,0,1,0,116875,0.53,25,51,0
27.05,3,1,2,1,5,4,1,3,0,149744,1.35,21,81,1
53.13,3,2,1,2,5,3,0,1,0,100462,13.56,11,46,0
59.38,4,1,1,2,1,1,0,11,1,50329,20.74,2,49,0
29.1,3,2,1,2,1,4,0,6,1,144663,0.09,13,55,1
50.16,4,2,2,1,3,4,1,8,0,59855,11.96,6,87,1
54.89,2,2,2,3,2,2,1,11,1,109699,32.75,0,50,1
52.75,4,2,1,2,3,4,0,5,1,43909,5.19,26,59,1
40.51,1,1,2,1,1,5,1,9,0,140057,2.9,13,51,1
51.79,2,2,2,1,2,1,1,8,0,185275,12.94,17,62,1
57.25,2,1,2,1,1,5,1,3,0,78635,0.4,5,60,1
40.56,5,1,2,1,2,2,1,12,1,101513,2.65,27,75,0
59.21,4,1,2,1,2,4,1,9,0,114004,0.83,30,88,1
49.62,4,1,1,4,2,3,0,4,1,183161,11.32,6,51,0
24.08,5,2,1,1,1,5,0,1,0,45797,2.57,9,55,1
48.7,4,2,2,3,3,3,1,10,1,197565,26.76,15,63,1
45.12,4,2,2,1,2,4,1,5,1,193233,5.17,12,59,1
33.87,5,2,1,2,1,2,0,1,0,163328,7.56,16,50,0
23.47,4,2,1,4,1,4,0,11,1,131743,1.73,3,48,1
26.87,5,2,2,1,2,4,1,6,1,60393,0.14,3,51,0
52.62,1,2,2,3,2,5,1,3,0,122752,1.38,23,50,1
25.84,3,1,2,3,2,4,1,6,1,100746,4.15,2,60,0
52.2,2,1,1,2,1,2,0,5,1,61558,11.19,20,47,0
24.11,2,2,1,4,1,2,0,6,1,124737,0.11,1,60,0
55.01,2,2,1,3,1,3,0,6,1,88353,2.13,10,51,0
58.43,1,2,1,2,5,1,0,1,0,88043,6.5,7,44,1
55.25,3,1,2,1,5,3,1,3,0,167363,18.42,19,53,1
52.28,3,2,2,1,1,4,1,2,0,124238,18.5,28,75,1
42.07,5,2,2,1,1,4,1,11,1,139109,11.74,25,66,0
39.6,5,1,1,4,3,2,0,5,1,148002,2.19,1,60,0
23.31,2,2,2,1,4,5,1,7,0,190807,1.05,25,60,1
27.58,5,2,2,3,3,2,1,5,1,123944,4.18,25,80,0
39.53,3,2,2,3,3,3,1,8,0,129873,0.91,29,64,1
44.89,2,1,1,3,1,1,0,7,0,86061,9.03,6,49,1
51.27,2,2,2,1,1,3,1,2,0,45572,9.43,27,82,0
24.02,2,2,1,1,2,3,0,8,0,152812,2.95,9,45,0
50.57,2,1,1,4,2,4,0,2,0,183780,23.45,17,50,1
24.93,2,1,1,2,3,3,0,7,0,182819,0.99,13,53,0
45.73,4,2,1,4,2,4,0,12,1,139872,19.59,13,57,1
58.96,2,1,2,1,1,4,1,2,0,196201,29.45,6,71,1
36.32,2,2,1,4,5,2,0,4,1,74745,4.27,15,42,0
58.92,3,1,2,1,2,2,1,11,1,166524,5.67,2,50,1
56.48,3,2,2,3,3,4,1,6,1,138951,20.09,7,85,1
34.56,5,1,1,2,1,4,0,9,0,68379,0.85,23,59,0
52.38,4,1,2,1,1,4,1,8,0,89966,22.95,7,79,1
23.13,4,2,1,4,1,4,0,5,1,145587,0.18,30,42,1
23.02,1,2,1,4,1,5,0,12,1,167583,1.59,22,51,1
30.33,3,2,1,4,3,4,0,7,0,125022,2.04,7,44,1
34.27,2,2,1,2,2,2,0,7,0,172422,8.07,9,43,1
39.42,5,1,2,1,3,4,1,2,0,141071,3.45,11,86,1
28.06,1,1,1,4,1,4,0,5,1,132576,4.2,23,56,1
49.61,1,2,2,1,1,5,1,8,0,95708,14.0,16,67,1
50.99,4,2,1,2,2,3,0,7,0,63372,3.08,12,49,0
26.72,1,1,1,2,2,2,0,6,1,139197,1.09,14,47,1
44.01,2,2,2,1,2,3,1,7,0,45266,14.04,22,80,0
39.06,3,1,2,1,2,4,1,12,1,196424,8.6,4,81,1
51.49,3,2,2,3,2,3,1,1,0,124857,19.57,9,88,0
32.55,5,2,1,4,1,3,0,9,0,183843,10.88,25,59,1
30.47,3,2,2,1,3,5,1,5,1,64025,4.17,21,85,1
25.16,4,1,2,3,1,2,1,11,1,42061,2.67,11,80,1
40.16,5,1,2,3,3,4,1,2,0,122200,7.42,13,56,1
57.5,1,1,1,4,3,3,0,12,1,189041,32.6,8,44,0
31.75,5,1,2,3,1,3,1,9,0,96752,1.9,0,84,0
55.73,1,1,1,4,2,4,0,6,1,158922,28.13,22,41,1
57.37,2,1,2,3,3,4,1,11,1,126504,26.75,14,85,1
35.73,2,2,1,4,2,2,0,8,0,111480,8.99,28,41,1
40.38,2,2,2,1,3,3,1,3,0,83378,17.35,1,73,0
24.42,2,2,1,4,1,4,0,4,1,177208,2.26,25,55,1
42.9,3,2,2,1,3,4,1,9,0,177154,17.88,3,56,1
49.49,3,1,2,1,3,4,1,12,1,163008,7.58,20,75,1
55.57,4,2,1,4,1,4,0,3,0,158366,5.4,4,45,1
41.2,2,2,1,4,2,3,0,11,1,103531,4.67,0,40,1
50.53,2,1,2,3,1,4,1,3,0,144316,29.38,11,64,1
36.61,3,1,1,4,4,4,0,5,1,103124,2.24,14,44,1
24.74,3,1,1,2,5,5,0,9,0,53211,1.88,29,46,0
22.87,3,2,2,3,2,4,1,10,1,193411,0.8,27,64,1
33.46,5,2,2,3,3,3,1,12,1,111436,4.61,29,88,0
43.98,2,1,1,4,1,4,0,6,1,171489,3.08,15,50,1
58.03,3,2,2,1,1,3,1,10,1,138938,35.77,0,66,1
24.57,4,2,2,3,2,2,1,10,1,63768,1.79,17,70,0
58.87,5,1,1,4,5,4,0,3,0,157745,10.4,22,55,1
52.1,2,1,2,1,1,1,1,2,0,140416,7.46,0,61,1
57.75,2,1,1,2,4,1,0,2,0,108604,20.48,10,49,1
25.24,2,2,1,2,1,2,0,2,0,85436,2.45,13,49,0
54.35,3,2,2,1,1,1,1,8,0,180751,25.93,25,85,1
33.51,3,1,2,1,3,3,1,9,0,167375,0.89,21,79,1
49.95,2,2,1,2,4,4,0,3,0,99796,22.41,17,54,0
25.17,5,1,1,4,2,2,0,1,0,95648,0.56,5,49,0
22.49,1,2,2,3,1,3,1,4,1,78744,0.27,21,72,1
50.36,3,1,2,1,1,4,1,5,1,87494,10.25,10,56,1
47.84,3,1,1,4,5,5,0,11,1,97133,2.67,6,49,0
26.48,3,1,1,1,1,1,0,10,1,70549,2.77,23,60,1
21.31,4,2,2,3,1,5,1,5,1,133299,0.16,13,63,1
39.86,3,1,2,1,2,5,1,12,1,186057,7.59,17,58,1
32.39,3,1,1,2,2,5,0,11,1,174768,5.68,4,50,1
52.62,3,1,2,3,1,5,1,4,1,197688,12.32,6,81,1
27.79,4,1,2,3,1,5,1,2,0,151768,0.47,18,53,1
28.81,2,1,2,1,1,3,1,5,1,91001,5.23,0,80,1
49.71,2,1,1,4,2,2,0,1,0,138879,26.52,12,54,0
50.84,3,1,1,2,2,2,0,5,1,188518,10.21,30,57,0
35.35,2,1,2,3,3,1,1,8,0,89786,11.92,26,82,1
36.07,3,2,2,3,1,4,1,7,0,105424,3.02,16,85,1
35.67,5,2,1,2,2,5,0,9,0,170181,11.85,3,44,1
28.75,2,1,1,3,3,4,0,5,1,70901,2.16,6,47,0
34.39,3,1,2,3,2,4,1,12,1,73769,0.6,10,81,1
53.1,3,2,1,4,3,5,0,9,0,180077,4.88,27,60,1
30.3,4,1,2,3,3,3,1,4,1,66417,5.32,27,72,0
34.77,3,1,1,4,3,1,0,2,0,61605,13.44,20,58,0
31.73,5,2,2,1,4,1,1,3,0,143414,7.37,28,74,0
24.42,2,1,1,4,1,4,0,7,0,45868,0.99,15,52,0
41.35,1,1,1,2,1,4,0,2,0,124864,2.44,6,46,0
21.66,4,1,2,3,3,3,1,3,0,158804,0.37,11,55,1
31.17,1,2,1,2,2,1,0,10,1,194200,9.8,27,41,1
23.14,5,1,1,4,1,1,0,7,0,186362,1.06,17,54,1
24.79,2,1,2,1,1,1,1,4,1,144827,1.28,10,69,1
22.0,5,2,1,3,1,5,0,7,0,94578,0.04,7,42,1
52.95,3,2,1,4,2,5,0,6,1,119886,26.16,25,44,1
36.45,4,1,1,4,5,4,0,10,1,130279,3.82,12,46,1
21.26,3,1,1,3,5,2,0,5,1,70145,0.16,5,43,1
50.7,4,1,1,1,2,4,0,1,0,127413,22.58,0,40,1
36.26,3,1,1,4,5,2,0,1,0,155014,6.56,24,46,1
24.1,3,1,2,1,3,5,1,2,0,143997,0.45,28,86,1
58.64,5,2,1,2,2,4,0,8,0,191687,9.99,21,58,0
46.51,3,2,2,1,2,1,1,11,1,114702,23.73,16,64,1
53.76,2,1,1,3,5,3,0,5,1,137406,23.22,18,60,0
54.94,5,1,1,3,1,1,0,3,0,84048,13.39,20,59,1
54.47,2,1,1,2,2,3,0,10,1,109853,5.75,6,44,0
47.48,2,2,2,3,1,1,1,4,1,65242,3.3,3,85,0
58.04,3,2,1,2,1,5,0,12,1,90665,29.66,19,60,1
53.39,2,2,1,2,1,1,0,8,0,49623,9.93,18,48,0
30.52,4,1,2,3,2,4,1,3,0,137075,1.39,14,54,1
54.52,4,2,1,2,4,4,0,8,0,91742,25.96,8,51,0
57.17,2,1,1,2,1,1,0,5,1,46676,21.21,18,47,0
52.93,2,2,2,1,2,3,1,11,1,115066,25.73,22,64,1
54.27,3,2,2,3,4,3,1,1,0,180315,16.58,12,81,1
50.83,2,1,2,1,2,3,1,8,0,83309,20.0,22,75,1
56.14,4,1,2,3,3,4,1,3,0,68105,6.34,20,66,1
59.65,2,2,1,2,1,4,0,11,1,102380,35.76,14,43,1
24.39,4,1,1,2,1,1,0,10,1,103568,1.77,16,53,1
21.48,2,2,1,4,1,3,0,5,1,57964,0.22,16,52,1
37.42,1,1,1,2,2,4,0,6,1,150900,7.1,29,54,1
32.7,2,2,1,4,1,3,0,12,1,193724,3.58,18,49,1
41.25,2,2,1,2,2,4,0,5,1,130360,20.23,11,46,1
50.86,4,1,2,1,5,3,1,10,1,75129,4.76,18,57,1
58.44,5,1,1,2,4,3,0,9,0,166788,15.9,3,41,0
59.82,4,2,1,4,5,2,0,5,1,143910,27.2,7,42,1
36.43,2,1,2,1,2,4,1,12,1,166246,10.64,10,83,1
30.15,1,1,2,1,1,5,1,10,1,188135,5.77,10,65,1
37.04,3,1,2,1,3,5,1,12,1,165780,15.66,6,69,1
25.79,4,2,1,2,2,3,0,4,1,132910,2.25,7,44,0
26.21,2,1,2,1,1,3,1,3,0,121315,4.39,20,60,1
27.91,3,2,1,3,2,5,0,11,1,116716,0.72,19,49,1
44.05,4,2,1,2,2,2,0,5,1,78667,3.21,27,46,0
22.03,4,1,2,3,1,5,1,6,1,58351,0.08,24,54,1
53.08,1,1,1,4,4,3,0,6,1,112686,22.09,19,41,1
36.48,2,1,1,4,1,4,0,4,1,79517,10.32,2,57,1
49.76,2,2,1,2,2,2,0,6,1,99520,20.13,21,41,0
53.99,2,2,2,1,2,4,1,2,0,148018,20.46,5,68,1
49.24,2,2,1,4,1,4,0,11,1,67009,26.69,7,60,1
30.58,2,2,1,2,5,4,0,4,1,66587,7.32,11,46,0
21.38,4,1,1,2,2,4,0,4,1,148195,0.26,27,51,1
21.71,1,1,1,4,3,4,0,5,1,172347,0.19,26,41,0
51.05,3,1,2,1,1,2,1,3,0,162966,9.4,24,84,1
25.7,1,1,1,4,1,4,0,4,1,111880,3.32,0,58,1
59.59,3,2,2,3,2,3,1,6,1,172824,32.15,2,84,0
51.32,2,1,2,1,2,3,1,5,1,136936,25.24,27,54,0
23.62,2,2,1,1,2,2,0,1,0,193770,2.56,1,58,0
58.71,2,1,1,1,4,5,0,10,1,125757,5.81,13,55,0
28.04,3,1,2,3,3,1,1,7,0,172325,1.06,19,59,1
46.52,3,2,1,1,1,1,0,2,0,55035,5.43,12,59,0
36.26,1,2,1,2,3,4,0,12,1,89665,1.61,13,50,1
51.28,3,2,1,2,5,3,0,5,1,87487,19.24,26,48,0
40.79,2,1,1,2,5,2,0,7,0,98893,7.05,25,45,1
59.08,4,1,1,4,3,4,0,3,0,80055,35.41,13,42,1
47.96,3,1,1,2,2,3,0,1,0,160426,9.54,16,48,0
24.41,2,1,2,1,1,2,1,6,1,117743,0.11,3,73,1
52.91,2,1,1,4,1,4,0,7,0,120509,13.04,21,55,1
35.36,3,1,2,3,1,3,1,10,1,198060,8.75,3,71,1
43.92,2,2,2,1,1,3,1,5,1,97860,8.24,27,69,0
39.94,3,1,1,1,2,3,0,10,1,111104,1.75,4,46,0
35.87,1,2,2,3,3,3,1,7,0,123432,0.0,23,78,1
30.79,2,2,1,2,3,4,0,10,1,120268,4.77,27,46,1
55.04,2,2,2,1,5,3,1,3,0,98305,8.36,30,87,1
25.03,3,1,1,2,4,3,0,11,1,48558,3.69,28,55,1
36.12,1,1,1,1,2,4,0,9,0,54702,0.88,8,49,1
34.39,1,1,2,1,5,3,1,5,1,175558,12.18,1,84,0
21.45,2,2,1,4,2,5,0,7,0,105130,0.05,19,42,1
25.66,3,2,2,1,4,2,1,6,1,189998,2.16,24,69,1
38.56,3,2,2,1,5,4,1,4,1,144643,4.3,16,73,1
27.25,3,1,2,1,1,4,1,5,1,162963,5.18,23,78,1
45.95,4,1,1,2,1,4,0,5,1,51235,14.2,8,57,1
31.15,2,2,2,1,1,1,1,12,1,186721,0.61,27,57,0
25.05,5,2,2,3,2,4,1,9,0,49357,1.84,18,83,0
41.04,3,2,2,1,1,2,1,5,1,164172,6.24,28,80,0
23.55,5,1,1,2,1,5,0,2,0,141553,0.44,27,59,0
32.65,5,1,2,1,1,1,1,4,1,153933,10.32,21,84,1
32.88,1,1,1,2,1,5,0,10,1,113229,3.82,3,45,1
21.49,2,2,1,4,1,5,0,7,0,116031,0.01,20,42,1
50.99,2,2,2,1,3,3,1,10,1,55545,29.78,2,73,0
42.64,5,2,1,4,1,3,0,3,0,183245,10.4,7,55,0
57.33,3,2,2,1,5,1,1,12,1,111426,25.65,15,59,1
42.94,2,2,1,3,1,3,0,10,1,63042,16.79,24,42,1
56.18,3,2,2,1,3,3,1,2,0,109707,2.47,4,58,1
36.4,3,2,2,3,3,4,1,10,1,55174,3.77,2,63,1
32.09,1,2,2,1,1,3,1,4,1,112394,2.32,9,60,0
54.79,2,2,1,2,4,3,0,10,1,129864,30.82,21,49,0
51.73,2,1,2,3,4,2,1,11,1,60062,28.72,21,71,1
49.58,3,2,1,3,2,2,0,10,1,111646,26.8,26,47,0
43.84,2,1,2,1,3,5,1,5,1,100363,15.18,27,54,1
57.02,3,1,2,1,3,4,1,8,0,53810,34.95,13,89,1
37.5,4,1,2,1,1,5,1,12,1,184670,1.64,13,67,1
41.62,2,1,2,1,5,3,1,11,1,88489,3.68,1,83,0
39.68,3,1,2,1,2,3,1,8,0,117841,11.96,7,85,1
41.69,3,2,1,4,3,4,0,7,0,197352,1.06,29,54,1
59.0,1,2,2,1,1,4,1,3,0,166116,21.36,6,54,1
32.32,3,1,1,4,1,5,0,11,1,67940,10.69,23,59,1
41.7,1,1,2,1,1,2,1,3,0,128121,19.41,6,83,0
51.44,3,2,2,1,1,1,1,2,0,40615,11.42,27,53,0
31.97,4,1,2,3,4,3,1,3,0,94019,3.35,5,90,1
43.28,4,1,1,4,2,1,0,12,1,191142,1.62,3,44,0
49.42,3,1,1,2,1,3,0,12,1,77773,2.66,26,51,0
42.98,3,2,2,3,1,5,1,8,0,73884,16.96,2,78,1
34.85,4,2,1,4,1,4,0,8,0,67532,11.0,9,55,1
39.46,4,1,2,1,2,4,1,7,0,90643,14.05,17,66,1
59.3,3,1,2,1,2,4,1,11,1,159152,33.69,1,82,1
23.6,3,1,1,3,1,3,0,2,0,50099,0.47,30,48,0
55.28,3,1,1,4,4,4,0,2,0,157835,16.44,9,45,0
26.62,2,1,1,4,3,3,0,3,0,122899,0.36,21,49,1
45.29,1,2,1,4,4,1,0,2,0,152893,19.45,14,54,1
31.68,1,1,2,3,4,3,1,1,0,157354,1.57,22,64,1
48.61,2,2,1,4,2,3,0,5,1,90640,8.21,16,56,0
31.85,5,2,1,2,4,4,0,3,0,80770,4.34,2,53,0
56.27,3,1,1,2,2,4,0,7,0,90411,21.03,17,49,1
39.17,1,1,2,3,3,4,1,7,0,151401,6.04,25,86,1
35.37,3,1,2,1,5,4,1,3,0,88693,2.39,4,79,1
45.09,4,1,1,2,1,5,0,8,0,186026,0.99,17,48,1
40.57,5,2,1,2,2,3,0,1,0,156404,14.5,5,54,0
49.1,3,1,2,1,1,4,1,7,0,128150,0.06,0,74,1
42.83,3,1,1,2,3,5,0,11,1,154270,10.71,27,55,0
38.59,5,1,1,2,3,3,0,8,0,41837,10.95,22,51,0
21.47,4,1,2,1,1,3,1,2,0,151350,0.45,29,56,1
37.06,3,1,2,3,3,2,1,1,0,56163,8.56,8,65,1
46.43,1,1,2,1,1,4,1,11,1,191675,16.74,18,79,1
25.43,3,1,1,2,3,2,0,9,0,185288,2.83,13,60,1
38.74,2,1,2,3,2,2,1,2,0,114009,11.46,12,89,1
48.75,5,1,2,1,1,3,1,4,1,149163,25.28,4,63,0
28.34,3,2,1,3,1,1,0,8,0,169746,3.98,11,58,1
40.02,3,1,2,1,1,5,1,9,0,159861,17.9,1,50,1
51.06,1,1,1,4,4,2,0,10,1,183922,15.82,30,47,0
24.42,5,1,1,4,3,3,0,10,1,158525,0.79,13,57,0
35.9,2,2,2,3,1,2,1,9,0,164355,14.88,24,77,1
40.61,2,1,2,1,2,3,1,10,1,147950,4.77,12,54,0
33.57,1,1,2,3,1,5,1,1,0,183911,12.52,14,88,1
52.42,2,1,1,4,1,4,0,5,1,145783,6.21,25,49,1
45.2,3,2,2,1,5,4,1,8,0,120899,8.93,13,79,1
45.75,5,1,2,1,4,5,1,4,1,83354,15.27,9,50,1
36.39,5,1,1,4,3,4,0,10,1,42580,10.78,17,49,0
37.67,3,1,1,3,1,2,0,2,0,175128,10.42,5,41,0
58.48,3,2,2,1,5,4,1,11,1,136812,36.71,18,89,1
36.84,3,1,1,2,2,3,0,11,1,83779,15.73,11,54,1
48.06,4,2,2,1,3,1,1,1,0,96814,0.56,28,90,0
33.16,3,1,1,3,3,4,0,3,0,45902,11.38,22,58,0
45.73,1,2,1,2,4,2,0,10,1,144057,15.82,12,52,1
55.62,3,1,2,3,4,4,1,9,0,123335,22.91,25,65,1
54.1,3,1,2,3,1,4,1,8,0,154279,18.92,4,84,1
25.47,2,2,2,1,4,4,1,8,0,185112,2.97,21,54,1
42.11,1,1,2,3,1,5,1,7,0,111626,3.05,0,52,1
28.61,1,1,2,1,2,5,1,9,0,65040,5.89,23,74,1
56.47,3,2,1,4,1,4,0,9,0,195921,24.88,6,51,0
32.24,3,1,2,1,1,4,1,11,1,179912,10.69,2,69,1
50.49,2,2,1,4,4,2,0,10,1,128047,22.78,5,60,1
59.72,2,1,2,1,3,3,1,3,0,53318,32.42,18,52,0
54.07,3,2,2,1,3,4,1,9,0,158469,32.9,6,87,1
43.72,5,1,1,4,5,4,0,6,1,70117,1.1,26,56,1
21.96,3,2,2,3,2,2,1,10,1,43874,0.76,26,62,1
59.64,3,1,1,2,2,2,0,12,1,146500,8.58,23,56,0
23.29,2,1,2,1,1,5,1,10,1,76933,1.76,2,50,1
42.21,1,2,1,2,1,3,0,4,1,80699,17.32,3,44,0
31.31,4,2,2,1,2,3,1,12,1,114197,9.64,15,59,0
38.4,1,1,2,3,5,4,1,3,0,149320,11.41,22,89,1
54.43,1,1,2,1,4,1,1,5,1,107106,19.24,28,54,0
21.59,2,1,1,2,2,3,0,6,1,74285,0.13,26,41,1
23.5,2,2,1,2,3,1,0,3,0,81134,2.38,1,43,0
46.88,5,1,2,1,2,2,1,10,1,125422,18.78,2,55,0
59.28,3,2,1,4,1,4,0,9,0,108057,26.87,4,56,0
45.83,3,2,1,2,1,1,0,4,1,163659,21.28,18,60,1
28.24,2,2,2,1,2,5,1,4,1,56336,0.32,19,81,1
40.27,1,2,2,1,2,3,1,4,1,149855,7.29,1,90,0
24.56,3,1,1,2,5,4,0,3,0,64641,2.38,12,56,1
34.48,4,2,1,2,1,1,0,3,0,84257,5.36,20,56,1
23.41,5,2,2,1,1,4,1,7,0,163485,1.02,7,90,1
53.59,3,1,2,3,5,4,1,11,1,101573,13.68,5,72,1
31.45,5,1,2,3,1,4,1,12,1,69993,7.65,8,60,0
55.16,5,2,1,2,4,1,0,8,0,46678,4.99,9,53,0
32.6,5,1,2,1,3,3,1,8,0,60792,8.94,23,90,1
26.17,4,1,2,3,3,3,1,6,1,135939,0.08,12,50,1
41.08,2,2,2,1,2,1,1,11,1,188029,7.67,14,67,0
31.07,5,2,1,4,3,4,0,6,1,189173,5.14,14,58,0
27.62,3,1,2,1,1,5,1,7,0,103504,5.0,8,58,1
55.21,3,2,2,1,2,4,1,12,1,77219,6.59,1,88,1
31.04,4,2,2,1,5,5,1,2,0,195946,8.45,6,85,1
33.48,2,1,1,3,1,2,0,3,0,70149,6.34,15,42,1
25.97,3,1,1,4,1,4,0,12,1,146394,2.63,16,46,1
25.2,2,2,1,4,5,3,0,3,0,131089,1.39,12,60,1
53.88,5,1,1,2,3,3,0,11,1,166722,18.68,28,47,0
28.25,4,1,1,4,2,5,0,8,0,120673,1.93,8,45,1
32.35,4,1,2,3,3,3,1,12,1,146270,2.65,23,59,1
56.48,5,2,2,3,1,1,1,6,1,197127,24.13,13,58,0
22.57,5,2,1,2,2,3,0,5,1,131617,1.19,1,60,0
51.32,1,1,2,3,3,3,1,11,1,96963,15.71,15,64,0
58.16,3,1,1,4,3,5,0,5,1,164469,18.22,18,42,0
56.7,3,2,1,2,3,4,0,9,0,181319,29.92,21,56,0
42.08,1,2,1,2,3,3,0,12,1,102672,17.59,6,40,1
33.19,2,2,1,4,1,1,0,3,0,132898,1.36,9,56,1
24.01,5,1,1,2,2,4,0,11,1,89360,2.73,13,49,0
52.36,2,1,1,4,1,5,0,2,0,188559,8.44,17,45,1
38.79,5,1,2,3,1,3,1,6,1,135211,17.11,20,52,1
52.46,4,2,1,4,1,3,0,11,1,72510,15.72,3,44,1
52.22,3,2,2,1,1,1,1,10,1,198845,17.83,29,85,1
52.28,1,1,1,3,3,3,0,9,0,115145,24.85,19,47,0
53.06,1,2,1,2,5,4,0,6,1,110335,17.16,25,57,1
43.3,1,2,1,4,2,4,0,1,0,122489,5.5,18,49,1
57.31,1,1,1,3,1,3,0,3,0,162853,20.41,24,46,0
28.09,4,2,1,2,2,5,0,11,1,81282,0.68,16,40,1
24.7,5,1,1,2,5,2,0,1,0,197430,2.53,8,49,0
48.95,3,2,1,2,4,2,0,11,1,104680,14.72,4,53,1
38.48,5,1,2,3,4,4,1,11,1,165849,7.67,19,88,1
50.77,3,2,2,3,1,4,1,3,0,103582,6.37,22,72,1
46.46,3,2,1,1,1,5,0,10,1,76661,19.78,25,44,1
46.23,1,1,1,4,3,1,0,11,1,188586,15.69,11,42,0
